Folder	Image_Path	CLIP_Score
Turn_0	FUN_INTRA_MAH1_MAH2_034_035_39e603_negative_0.png	0.2952
Turn_0	OTR_INTRA_PEG1_PEG2_140_130_d078bf_positive_1.png	0.2600
Turn_0	FUN_INTER_MAR0_DIC0_030_033_fd7670_negative_2.png	0.2177
Turn_0	OFF_INTRA_STN1_STN2_043_041_fe613f_negative_2.png	0.2811
Turn_0	OTR_INTRA_BOL1_BOL2_030_055_b6a106_negative_2.png	0.2339
Turn_0	HOU_INTRA_COI1_COI2_040_010_49f54e_negative_0.png	0.2564
Turn_0	OFF_INTRA_PPN1_PPN2_061_080_e5b6db_negative_2.png	0.2574
Turn_0	OFF_INTER_ZPT0_WWO0_069_016_7ef9ac_negative_1.png	0.2128
Turn_0	OTR_INTER_BOL0_NUT0_034_029_3cff34_positive_2.png	0.2285
Turn_0	OFF_INTER_CRS0_RUB0_305_216_dd4d33_positive_0.png	0.2247
Turn_0	OTR_INTER_BOL0_NUT0_048_048_0e146f_positive_0.png	0.2660
Turn_0	FOO_INTRA_TOM1_TOM2_005_018_562ab8_negative_0.png	0.2402
Turn_0	FOO_INTRA_TOM1_TOM2_019_058_d67db5_positive_0.png	0.3245
Turn_0	OTR_INTRA_BOL1_BOL2_035_060_aebb49_positive_2.png	0.2855
Turn_0	HOU_INTER_CTB2_TPK1_057_075_22eafa_positive_0.png	0.2644
Turn_0	HOU_INTRA_HCP1_HCP2_009_006_52fb32_negative_0.png	0.2580
Turn_0	FUN_INTER_DIC0_PLC0_092_142_b62c5f_positive_1.png	0.2228
Turn_0	OFF_INTER_PPN0_HST0_052_062_ce486f_negative_0.png	0.2555
Turn_0	OTR_INTER_BEA0_SCR0_090_023_597426_positive_0.png	0.2460
Turn_0	OFF_INTER_PPC0_PEN0_062_024_f60bc7_positive_0.png	0.2182
Turn_0	FOO_INTER_GAR0_PNT1_068_092_88320e_positive_2.png	0.2169
Turn_0	OTR_INTRA_BOL1_BOL2_030_055_b6a106_negative_0.png	0.2111
Turn_0	FUN_INTRA_MAR1_MAR2_010_020_516df8_negative_1.png	0.2569
Turn_0	OTR_INTRA_IKE1_IKE2_080_090_2b91c4_negative_2.png	0.2164
Turn_0	OTR_INTER_IKE0_BOL0_064_048_948af1_negative_0.png	0.2484
Turn_0	FOO_INTER_CFC0_BEA1_140_282_bb929d_negative_2.png	0.2092
Turn_0	HOU_INTRA_BBT1_BBT2_040_041_d9ba63_positive_2.png	0.2770
Turn_0	FUN_INTER_MAH0_PKC0_025_020_f02614_negative_2.png	0.2410
Turn_0	FOO_INTER_LIM0_CHI0_094_096_dcf47f_negative_0.png	0.2633
Turn_0	FOO_INTER_TOM0_CHI0_083_113_94c48d_negative_1.png	0.2529
Turn_0	OFF_INTRA_PPC1_PPC2_437_563_b535d4_negative_2.png	0.2227
Turn_0	HOU_INTER_BAT0_HCP0_073_075_b0b9ae_negative_0.png	0.2293
Turn_0	OTR_INTRA_BOL1_BOL2_050_075_c74453_negative_0.png	0.2867
Turn_0	OTR_INTER_BEA0_SCR0_090_023_597426_positive_1.png	0.2605
Turn_0	OFF_INTER_LPP0_WWO0_027_018_a5261f_negative_1.png	0.2224
Turn_0	HOU_INTER_CTB2_TPK1_136_140_a0256e_negative_2.png	0.2472
Turn_0	FUN_INTRA_MAH1_MAH2_028_027_5da45c_positive_0.png	0.2543
Turn_0	OFF_INTRA_PPN1_PPN2_022_037_b9a62e_negative_0.png	0.2271
Turn_0	OTR_INTRA_WAS1_WAS2_100_100_c0ab52_negative_0.png	0.2406
Turn_0	OTR_INTRA_BOL1_BOL2_035_060_599789_positive_0.png	0.2547
Turn_0	HOU_INTRA_BBT1_BBT2_031_033_7e37db_negative_0.png	0.2772
Turn_0	OTR_INTRA_SCR1_SCR2_032_033_a76ce8_negative_0.png	0.2141
Turn_0	HOU_INTRA_HCP1_HCP2_025_018_4b7171_positive_1.png	0.2805
Turn_0	FOO_INTER_LIM0_CHI0_035_038_66a606_negative_2.png	0.3020
Turn_0	OTR_INTRA_BUT1_BUT2_130_220_44f428_positive_1.png	0.2276
Turn_0	HOU_INTER_BAT0_CTB0_043_128_62b854_negative_1.png	0.2375
Turn_0	OFF_INTER_LPP0_WWO0_038_026_4e1d09_positive_1.png	0.2062
Turn_0	HOU_INTRA_BBT1_BBT2_048_046_c124ce_positive_2.png	0.2664
Turn_0	OFF_INTRA_PPC1_PPC2_252_214_d5934d_negative_1.png	0.2208
Turn_0	FUN_INTER_MAH0_PKC0_025_020_9e649f_negative_2.png	0.2452
Turn_0	OFF_INTRA_CRS1_CRS2_025_027_61c200_negative_0.png	0.2315
Turn_0	HOU_INTER_BOT0_COI0_094_048_684ef6_negative_0.png	0.2523
Turn_0	FUN_INTER_CHS0_CHK0_090_067_38c6fe_positive_2.png	0.2402
Turn_0	OFF_INTRA_PEN1_PEN2_025_025_557f20_negative_0.png	0.2701
Turn_0	HOU_INTER_BAT0_CTB0_030_089_3ca026_positive_0.png	0.2180
Turn_0	FOO_INTER_BEA1_SED2_098_054_300045_negative_2.png	0.2559
Turn_0	OFF_INTRA_PPN1_PPN2_061_080_e5b6db_positive_2.png	0.2420
Turn_0	FOO_INTRA_CHI1_CHI2_080_038_e0f530_negative_0.png	0.2782
Turn_0	FOO_INTRA_CFC1_CFC2_077_077_d18c41_negative_1.png	0.2412
Turn_0	FOO_INTRA_TOM1_TOM2_019_058_ff8286_negative_2.png	0.2594
Turn_0	HOU_INTRA_HCP1_HCP2_039_029_7a4038_negative_2.png	0.2499
Turn_0	FUN_INTRA_CHK1_CHK2_025_040_bc09d5_negative_2.png	0.2458
Turn_0	FUN_INTRA_MAH1_MAH2_014_013_089f87_negative_0.png	0.2675
Turn_0	FOO_INTER_BEA2_PEP1_101_089_b3e939_positive_0.png	0.2333
Turn_0	OFF_INTER_PPC0_PEN0_037_014_ed83ab_negative_0.png	0.3185
Turn_0	FOO_INTRA_PEP1_PEP2_157_146_d4e46d_negative_0.png	0.2118
Turn_0	OFF_INTER_PPC0_RHS0_082_119_5cdd93_positive_2.png	0.2364
Turn_0	FOO_INTER_ONI0_GAR0_080_081_468258_positive_1.png	0.2326
Turn_0	HOU_INTER_BAT0_CTB0_072_181_325215_positive_2.png	0.2461
Turn_0	FUN_INTER_MAR0_DIC0_071_075_4ccf49_positive_1.png	0.2197
Turn_0	FUN_INTER_PUZ0_CHS0_030_036_132c65_negative_2.png	0.2592
Turn_0	OFF_INTER_LPP0_WWO0_027_018_ee3959_negative_1.png	0.2260
Turn_0	HOU_INTER_ULT0_BBT0_093_090_7283d9_negative_0.png	0.2408
Turn_0	FUN_INTER_MAR0_DIC0_071_075_df99d9_positive_2.png	0.2190
Turn_0	FOO_INTER_PAS0_CAN0_130_042_f3d218_positive_0.png	0.2386
Turn_0	OTR_INTER_NUT0_PEG0_026_021_49defd_positive_0.png	0.2411
Turn_0	OTR_INTRA_IKE1_IKE2_110_115_1cee4d_negative_2.png	0.1906
Turn_0	OFF_INTRA_STN1_STN2_036_035_1b23db_negative_0.png	0.2897
Turn_0	OFF_INTER_PPC0_PEN0_023_009_5bb3b1_negative_1.png	0.2725
Turn_0	FUN_INTER_CHK0_PLC0_043_069_85e576_positive_2.png	0.2230
Turn_0	OTR_INTRA_SCR1_SCR2_020_015_59e049_positive_0.png	0.3222
Turn_0	FUN_INTRA_MAH1_MAH2_022_021_278ad7_positive_1.png	0.2518
Turn_0	OFF_INTRA_HST1_HST2_066_096_d5994a_negative_2.png	0.2463
Turn_0	OTR_INTER_WAS0_BOL0_071_021_c0d213_negative_0.png	0.2850
Turn_0	FOO_INTRA_PNT1_PNT2_320_288_2b4554_negative_1.png	0.2289
Turn_0	OFF_INTER_PPC0_PEN0_052_019_fc485b_negative_0.png	0.2869
Turn_0	HOU_INTRA_BAT1_BAT2_027_026_f76f27_negative_2.png	0.2158
Turn_0	HOU_INTER_BBT0_HCP0_026_025_d14446_positive_1.png	0.2388
Turn_0	FOO_INTER_CFC0_BEA1_095_203_bf214b_positive_2.png	0.2324
Turn_0	FOO_INTRA_PNT1_PNT2_132_111_e51efc_positive_1.png	0.2851
Turn_0	OTR_INTER_SCR0_NAI0_025_140_83119a_positive_2.png	0.2503
Turn_0	FOO_INTER_PAS0_CAN0_286_144_66ec76_negative_1.png	0.2460
Turn_0	FUN_INTER_DIC0_PLC0_055_085_437ebe_positive_0.png	0.2154
Turn_0	OTR_INTRA_NUT1_NUT2_045_070_248e9f_negative_0.png	0.2354
Turn_0	HOU_INTRA_HCP1_HCP2_018_013_2d8fe0_negative_0.png	0.2299
Turn_0	FUN_INTRA_PKC1_PKC2_014_022_e5b117_positive_1.png	0.2938
Turn_0	OTR_INTRA_NAI1_NAI2_200_030_496cdc_negative_2.png	0.2510
Turn_0	FOO_INTER_PAS0_CAN0_286_144_70c532_negative_1.png	0.2297
Turn_0	OFF_INTER_PPC0_RHS0_027_041_7119a4_negative_2.png	0.2613
Turn_0	OTR_INTER_IKE0_PEG0_025_035_39f81c_negative_0.png	0.2562
Turn_0	FUN_INTRA_DIC1_DIC2_047_047_a73cbd_negative_1.png	0.2607
Turn_0	FOO_INTER_GAR0_PNT1_068_092_468a55_positive_2.png	0.2237
Turn_0	FUN_INTRA_CHK1_CHK2_035_045_afc138_negative_1.png	0.2531
Turn_0	OFF_INTRA_STN1_STN2_036_035_1b23db_positive_2.png	0.2774
Turn_0	OFF_INTER_STN0_CRS0_082_044_37599d_negative_1.png	0.2576
Turn_0	OTR_INTER_IKE0_PEG0_055_056_4fbef3_positive_0.png	0.2545
Turn_0	HOU_INTER_PIL0_TPK0_283_285_0f334b_positive_2.png	0.2577
Turn_0	OTR_INTER_WAS0_BOL0_071_021_c0d213_positive_0.png	0.2539
Turn_0	OTR_INTRA_SCR1_SCR2_020_015_59e049_positive_1.png	0.2927
Turn_0	OTR_INTER_BOL0_PEG0_038_037_af058c_positive_1.png	0.2386
Turn_0	FOO_INTRA_CHI1_CHI2_080_038_69ee9c_positive_1.png	0.2614
Turn_0	HOU_INTER_BAT0_HCP0_037_039_a631ab_positive_1.png	0.2268
Turn_0	FUN_INTER_DIC0_PLC0_092_142_b62c5f_positive_0.png	0.2166
Turn_0	FOO_INTRA_SED1_SED2_336_320_dd8341_positive_0.png	0.2076
Turn_0	FUN_INTER_CHK0_PLC0_043_069_ec2d5c_positive_0.png	0.2299
Turn_0	OFF_INTER_PPN0_HST0_030_030_267fd6_negative_2.png	0.2320
Turn_0	OTR_INTER_BOL0_PEG0_028_026_4732f8_negative_2.png	0.2445
Turn_0	FUN_INTER_CHK0_PLC0_023_033_31ad63_negative_0.png	0.2470
Turn_0	OFF_INTRA_CRS1_CRS2_035_037_d776aa_negative_2.png	0.2413
Turn_0	OTR_INTRA_WAS1_WAS2_095_090_a34812_positive_2.png	0.2102
Turn_0	OFF_INTER_CRS0_RUB0_135_055_cb4338_positive_0.png	0.2836
Turn_0	HOU_INTRA_BBT1_BBT2_024_025_a52a46_positive_2.png	0.2243
Turn_0	OTR_INTRA_WAS1_WAS2_060_070_ddfb9d_positive_2.png	0.2042
Turn_0	OTR_INTRA_PEG1_PEG2_160_150_023964_negative_0.png	0.3090
Turn_0	FOO_INTER_CAN0_PNT1_024_066_b9b87a_negative_0.png	0.2542
Turn_0	OTR_INTRA_BOL1_BOL2_045_070_a98e31_negative_2.png	0.2642
Turn_0	FOO_INTER_ONI0_GAR0_149_122_ec576e_positive_0.png	0.2415
Turn_0	OTR_INTER_BOL0_NUT0_048_048_0e146f_negative_2.png	0.2499
Turn_0	FUN_INTER_DIC0_PLC0_071_114_0bdc2b_positive_2.png	0.2056
Turn_0	FOO_INTRA_CHI1_CHI2_062_031_846fbf_negative_0.png	0.2546
Turn_0	OFF_INTRA_RHS1_RHS2_232_188_af079e_negative_2.png	0.2112
Turn_0	OTR_INTRA_STO1_STO2_012_012_df90b7_negative_1.png	0.1981
Turn_0	HOU_INTER_CTB2_TPK1_105_120_aa56ff_negative_0.png	0.2651
Turn_0	FUN_INTRA_CHS1_CHS2_080_080_f2a428_positive_0.png	0.2670
Turn_0	FUN_INTER_DIC0_PLC0_043_054_9a650a_positive_2.png	0.2202
Turn_0	FOO_INTRA_SED1_SED2_476_453_8430cf_positive_2.png	0.2146
Turn_0	HOU_INTER_CTB2_TPK1_037_057_df16cd_negative_0.png	0.2944
Turn_0	FOO_INTER_SED2_CFC1_181_066_6e1cac_negative_0.png	0.2207
Turn_0	FOO_INTER_GAR0_PNT1_113_152_53141a_positive_0.png	0.2424
Turn_0	OFF_INTRA_STN1_STN2_021_020_31ebe1_positive_0.png	0.2837
Turn_0	OFF_INTER_CRS0_RUB0_135_055_3a64e8_positive_2.png	0.2548
Turn_0	FOO_INTRA_CFC1_CFC2_077_077_33f3fb_positive_0.png	0.2405
Turn_0	FUN_INTRA_MAH1_MAH2_034_035_39e603_positive_1.png	0.2297
Turn_0	FUN_INTRA_LEG1_LEG2_030_028_6c8c87_negative_1.png	0.2164
Turn_0	OFF_INTRA_HST1_HST2_054_080_ff5eb0_negative_2.png	0.2368
Turn_0	OFF_INTRA_STN1_STN2_021_020_31ebe1_negative_2.png	0.2695
Turn_0	FUN_INTER_PUZ0_PKC0_143_064_48a65e_negative_1.png	0.2420
Turn_0	FUN_INTER_CHK0_PLC0_023_033_8787b2_negative_0.png	0.2993
Turn_0	FUN_INTER_PUZ0_CHS0_030_036_132c65_positive_2.png	0.2285
Turn_0	FOO_INTER_CFC0_BEA1_068_173_a61a4b_negative_1.png	0.2233
Turn_0	OFF_INTRA_PEN1_PEN2_038_037_10b023_positive_1.png	0.2680
Turn_0	OTR_INTRA_WAS1_WAS2_060_070_ddfb9d_positive_1.png	0.2199
Turn_0	FOO_INTER_TOM0_CHI0_095_136_b8a892_negative_1.png	0.2314
Turn_0	OTR_INTER_BOL0_NUT0_034_029_dd6fb3_negative_0.png	0.2339
Turn_0	FUN_INTRA_MAH1_MAH2_009_007_df4d05_negative_1.png	0.2649
Turn_0	FOO_INTER_SED2_CFC1_181_066_6e1cac_positive_2.png	0.2057
Turn_0	FOO_INTRA_LIM1_LIM2_014_036_74f664_negative_2.png	0.2293
Turn_0	FOO_INTER_PAS0_CAN0_167_063_23a858_negative_1.png	0.2320
Turn_0	OFF_INTER_RUB0_PPC0_135_055_178cb3_positive_0.png	0.2761
Turn_0	OFF_INTRA_PPN1_PPN2_048_061_a4bc9c_positive_2.png	0.2142
Turn_0	FUN_INTRA_PKC1_PKC2_026_054_e28993_positive_0.png	0.2954
Turn_0	FOO_INTER_PAS0_CAN0_199_092_5c9f30_negative_2.png	0.2527
Turn_0	OTR_INTRA_IKE1_IKE2_080_090_fc92ba_negative_0.png	0.2309
Turn_0	FUN_INTRA_MAH1_MAH2_022_021_278ad7_negative_2.png	0.2266
Turn_0	HOU_INTRA_CTB1_CTB2_181_183_210600_negative_1.png	0.2728
Turn_0	OTR_INTER_BOL0_PEG0_028_026_4732f8_positive_1.png	0.2688
Turn_0	OFF_INTRA_RHS1_RHS2_232_188_af079e_negative_1.png	0.2038
Turn_0	OTR_INTER_WAS0_BOL0_081_029_ea62c0_positive_0.png	0.2486
Turn_0	OTR_INTRA_BOL1_BOL2_040_065_7403b1_negative_0.png	0.3090
Turn_0	HOU_INTER_PIL0_MNY0_134_020_7a873c_positive_2.png	0.2584
Turn_0	FOO_INTRA_TOM1_TOM2_005_018_562ab8_negative_2.png	0.2279
Turn_0	OTR_INTRA_NUT1_NUT2_040_065_2345ec_positive_1.png	0.2512
Turn_0	FOO_INTER_CFC0_BEA1_140_282_369076_positive_1.png	0.2065
Turn_0	HOU_INTER_PIL0_TPK0_148_144_2c7d66_positive_2.png	0.2418
Turn_0	HOU_INTER_BBT0_HCP0_060_044_63560e_negative_1.png	0.2506
Turn_0	FOO_INTRA_CHI1_CHI2_094_047_6572ea_positive_0.png	0.2277
Turn_0	FOO_INTER_BEA1_SED2_151_080_0d244e_positive_2.png	0.2564
Turn_0	OTR_INTER_NUT0_PEG0_015_016_fcc6ae_positive_1.png	0.2261
Turn_0	HOU_INTER_PIL0_MNY0_134_020_7a873c_positive_1.png	0.2428
Turn_0	FOO_INTRA_PEP1_PEP2_094_090_3dd465_positive_2.png	0.1953
Turn_0	OTR_INTER_NUT0_PEG0_042_040_23cc09_positive_1.png	0.2635
Turn_0	OTR_INTER_BEA0_SCR0_090_023_597426_positive_2.png	0.2437
Turn_0	FOO_INTER_TOM0_CHI0_050_075_b2dbba_positive_0.png	0.3044
Turn_0	OFF_INTRA_CRS1_CRS2_055_058_304dc7_negative_1.png	0.3047
Turn_0	HOU_INTRA_HCP1_HCP2_009_006_52fb32_positive_2.png	0.2503
Turn_0	FUN_INTRA_LEG1_LEG2_040_038_6160fa_positive_1.png	0.2472
Turn_0	FOO_INTRA_PEP1_PEP2_132_115_dfc0f9_positive_0.png	0.2278
Turn_0	OFF_INTRA_PPN1_PPN2_075_094_6a7f4f_negative_0.png	0.2541
Turn_0	HOU_INTRA_BBT1_BBT2_040_041_f61005_negative_1.png	0.2510
Turn_0	FUN_INTER_MAR0_DIC0_060_059_ce4b04_positive_1.png	0.1975
Turn_0	OTR_INTRA_WAS1_WAS2_090_085_a50a93_positive_1.png	0.2348
Turn_0	FOO_INTRA_PEP1_PEP2_074_061_96470e_negative_2.png	0.2025
Turn_0	FOO_INTRA_PEP1_PEP2_186_183_33c6f5_negative_0.png	0.2115
Turn_0	FUN_INTER_CHS0_PKC0_068_119_45c158_positive_1.png	0.2571
Turn_0	OTR_INTRA_IKE1_IKE2_095_105_8ec62d_positive_2.png	0.1838
Turn_0	OFF_INTRA_SFP1_SFP2_025_026_35b704_positive_2.png	0.2580
Turn_0	FUN_INTRA_DIC1_DIC2_038_040_2e64e8_negative_1.png	0.2814
Turn_0	FOO_INTER_PAS0_CAN0_286_144_70c532_positive_1.png	0.2677
Turn_0	HOU_INTRA_PIL1_PIL2_102_080_ecb2d4_positive_1.png	0.2617
Turn_0	HOU_INTER_ULT0_CTB0_044_045_4500bc_positive_0.png	0.2709
Turn_0	OTR_INTER_WAS0_BOL0_098_047_c77bc9_positive_1.png	0.2550
Turn_0	OFF_INTER_LPP0_WWO0_027_018_ee3959_positive_0.png	0.1911
Turn_0	OFF_INTRA_STN1_STN2_021_020_e68756_positive_2.png	0.3154
Turn_0	OFF_INTRA_SFP1_SFP2_048_047_e436b4_negative_2.png	0.2464
Turn_0	FUN_INTRA_MAR1_MAR2_010_020_516df8_negative_0.png	0.2642
Turn_0	FOO_INTER_SED2_CFC1_181_066_6e1cac_negative_1.png	0.2389
Turn_0	FUN_INTER_CHS0_CHK0_060_043_9eab74_negative_0.png	0.2440
Turn_0	FUN_INTER_CHK0_PLC0_034_054_ea5be3_positive_0.png	0.2174
Turn_0	OFF_INTER_PPC0_PEN0_078_030_31d2a3_positive_0.png	0.2390
Turn_0	FOO_INTRA_TOM1_TOM2_010_028_cdb93e_negative_1.png	0.2740
Turn_0	OTR_INTRA_WAS1_WAS2_080_080_854d26_positive_1.png	0.2177
Turn_0	OFF_INTER_PPC0_PEN0_062_024_d2ce6d_positive_1.png	0.2500
Turn_0	OFF_INTER_SFP0_LPP0_076_047_e4199f_positive_2.png	0.2903
Turn_0	FOO_INTER_GAR0_PNT1_041_064_4701b8_negative_2.png	0.2209
Turn_0	OTR_INTER_BOL0_PEG0_018_020_06bc42_negative_1.png	0.2777
Turn_0	OFF_INTER_CRS0_RUB0_188_088_7b027d_negative_0.png	0.2311
Turn_0	HOU_INTER_ULT0_CTB0_087_111_3b4840_negative_0.png	0.2508
Turn_0	FOO_INTRA_CFC1_CFC2_048_046_95de57_positive_1.png	0.1968
Turn_0	HOU_INTER_BBT0_HCP0_060_044_b904d6_positive_2.png	0.2302
Turn_0	FUN_INTER_PUZ0_CHK0_072_055_802859_positive_2.png	0.2328
Turn_0	HOU_INTRA_HCP1_HCP2_039_029_7a4038_negative_0.png	0.2799
Turn_0	FOO_INTRA_CFC1_CFC2_027_033_630908_positive_2.png	0.2135
Turn_0	HOU_INTRA_COI1_COI2_060_020_f6ab29_negative_0.png	0.2461
Turn_0	OFF_INTER_PPC0_RHS0_047_069_49e787_negative_0.png	0.2454
Turn_0	FOO_INTRA_CFC1_CFC2_048_046_95de57_negative_1.png	0.2160
Turn_0	FOO_INTER_PAS0_CAN0_167_063_138744_positive_0.png	0.2635
Turn_0	HOU_INTRA_COI1_COI2_070_025_5d7214_negative_2.png	0.2520
Turn_0	OTR_INTRA_SCR1_SCR2_026_023_37a2d5_positive_0.png	0.2689
Turn_0	OFF_INTER_PPC0_PEN0_052_019_fc485b_negative_2.png	0.2702
Turn_0	OFF_INTRA_PEN1_PEN2_031_033_e64053_positive_1.png	0.3128
Turn_0	OFF_INTRA_SFP1_SFP2_025_026_35b704_positive_0.png	0.2456
Turn_0	OTR_INTRA_WAS1_WAS2_100_100_c0ab52_positive_0.png	0.2560
Turn_0	FOO_INTER_PAS0_CAN0_199_092_4e7c45_negative_0.png	0.2254
Turn_0	FUN_INTER_PUZ0_CHS0_068_076_a09859_negative_0.png	0.2617
Turn_0	HOU_INTER_ULT0_TPK0_083_090_ab65c2_negative_2.png	0.2187
Turn_0	OFF_INTER_PEN0_PNC0_065_024_488fe0_positive_0.png	0.3234
Turn_0	OFF_INTER_CRS0_RUB0_269_169_228eec_negative_1.png	0.2601
Turn_0	FUN_INTER_PUZ0_CHS0_068_076_3b2d7b_positive_1.png	0.2163
Turn_0	OFF_INTER_PEN0_PNC0_065_024_488fe0_negative_2.png	0.2601
Turn_0	OTR_INTRA_SCR1_SCR2_038_042_486a60_negative_0.png	0.2949
Turn_0	FOO_INTRA_TOM1_TOM2_010_028_cdb93e_negative_0.png	0.2190
Turn_0	OFF_INTER_STN0_CRS0_070_037_a51370_negative_0.png	0.2927
